,type,date,review,rating,geo,geo_2,coordinate,lon,lat,year
19881,indeed,2018-03-25,Environnement de travail agréable Première expérience de la vie professionnelle agréable et constructive,5.0,Troyes (10),troyes,"[4.075149, 48.292817]",4.075149,48.292817,2018
19883,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
19886,indeed,2018-03-14,Bon environnement de travail travail dans la bonne humeur malgré quelques mesentantnes de temps en temps,4.0,Heillecourt (54),heillecourt,"[6.19712, 48.650178]",6.19712,48.650178,2018
19887,indeed,2018-03-09,"Développement des compétences La gestion d'un portefeuille sur le raccordement des EnR est très enrichissante car il s'agit d'un domaine très spécifique et technique, en plein essor avec la législation Européenne et Française.",4.0,LILLE,lille,"[3.045433, 50.630992]",3.045433,50.630992,2018
19890,indeed,2018-02-19,poste chargée d'affaires Travail qui demande une grande autonomie et une bonne gestion des affaires.,5.0,Albertville (73),albertville,"[6.393809, 45.669904]",6.393809,45.669904,2018
19891,indeed,2018-02-12,Environnement de travail agréable 9h-17h,3.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2018
19894,indeed,2018-02-06,Conditions de travail agréable. Une bonne ambiance ainsi que de de bons avantages ( voiture de fonction ),5.0,Draguignan (83),draguignan,"[6.460296, 43.531436]",6.460296,43.531436,2018
19895,indeed,2018-02-06,"travail agréable Tri du courriers pour commencer la journée puis distribution du courriers dans les différents services Puis gestion de dossiers clients ajouts de documents, appel sortants, prise de rdv puis appels entrants avec transfert d'appels si besoin, renseigner le client sur son dossier en cours, prise de rdv.",3.0,Rochefort (17),rochefort,"[1.568976, 43.217692]",1.568976,43.217692,2018
19897,indeed,2018-02-01,"une journée de travail typique La filiale Enedis est une grande entreprise d'électricité. Elle compte différents services tel-que la logistique, la maintenance, le réseau de distribution.",4.0,Melun (77),melun,"[2.659426, 48.541342]",2.659426,48.541342,2018
19898,indeed,2018-01-31,Montagne Je suis motivé pour ce poste et travailler en respectons les règlements de sécurité.,5.0,Hyères (83),hyres,"[0.636156, 48.962585]",0.636156,48.962585,2018
19899,indeed,2018-01-18,travail agréable beaucoup de logiciel,3.0,Grenoble (38),grenoble,"[5.7243, 45.182081]",5.7243,45.182081,2018
19900,indeed,2018-01-11,"L'aspect agréable du poste être entourée de personnes agréables qui explique bien les choses, prendre des risques...",5.0,Hyères (83),hyres,"[0.636156, 48.962585]",0.636156,48.962585,2018
19901,indeed,2018-01-05,"Avis d'interim Une petite équipe très soudée, bon vivant et dynamique.",4.0,Vienne (38),vienne,"[1.125303, 45.802269]",1.125303,45.802269,2018
19902,indeed,2017-12-29,environnement agréable je ne me suis jamais ennuyé j'ai fait plusieurs métiers différents dans ma carrière mes diplômes ont été en cours du soir,5.0,Paris 8e (75),parise,"[1.291913, 43.176055]",1.291913,43.176055,2017
19904,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
19906,indeed,2017-12-13,"// En ce qui concerne mon avis sur cette entreprise, je me réserve le droit de m'exprimer à ce sujet lors d'un entretien.",3.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2017
19908,indeed,2017-12-04,"Travail agreable Bonne ambiance, equipe agreable.",4.0,Alfortville (94),alfortville,"[2.421524, 48.797176]",2.421524,48.797176,2017
19910,indeed,2017-11-29,Environnement de travail agréable Les journées commencent à 8h avec l'ouverture de la boite mail du service.,4.0,Gradignan (33),gradignan,"[-0.603425, 44.74274]",-0.603425,44.74274,2017
19911,indeed,2017-11-15,"Bon état d'esprit Équipe soudée et dynamique, à l'écoute et partage son savoir et ses compétences.",5.0,Rezé (44),rez,"[-1.552789, 47.17269]",-1.552789,47.17269,2017
19914,indeed,2017-11-07,Expérience constructive Travailler un an dans une entreprise de la dimension d'Enedis fût un excellent apprentissage.,4.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2017
19915,indeed,2017-11-03,Journée technicien clientèle Tout les matins je charge ma journée de travail dans mon PDA qui me permet de voir les adresses de mes clients ainsi que la mission demandé pour chaque client.,4.0,Narbonne,narbonne,"[0.649303, 47.31119]",0.649303,47.31119,2017
19916,indeed,2017-10-31,Bonne entreprise Archivage des dossiers médicaux,3.0,Périgueux (24),prigueux,"[0.711255, 45.193338]",0.711255,45.193338,2017
19917,indeed,2017-10-25,"Poste et équipe agréable Durant mon contrat de 1an et 3 mois, j'ai eu la chance d'accquérir des compétences personnels et professionels enrichissantes.",5.0,Cahors (46),cahors,"[-1.821881, 47.774587]",-1.821881,47.774587,2017
19918,indeed,2017-10-25,Environnement agréable L'entreprise possède un cadre et un environnement de travail très agréable.,4.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2017
19919,indeed,2017-10-17,"Environnement de travail agréable Très bonne société, cadre de travail agréable équipe motivée et a l'écoute.",4.0,Maurepas (78),maurepas,"[-1.193264, 48.097112]",-1.193264,48.097112,2017
19920,indeed,2017-10-11,"Alternance - Très bonne ambiance de travail Il est agréable d'y travailler, les missions sont enrichissantes et appuies les éléments appris en cours.",5.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2017
19923,indeed,2017-10-05,"journée type Activités variées en autonomie,sens de la décision en application stricte des règles de securité et procoles établis.",5.0,Angers,angers,"[-0.56191, 47.466735]",-0.56191,47.466735,2017
19924,indeed,2017-10-03,"Technicien handicapé démissionné, raison de Conflit professionnel AMEPS avec les Managers et les autres hiérarchies Paris Technicien de maintenance poste source HTB HTA Contrôle",1.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2017
19925,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
19926,indeed,2017-10-02,tres bien expérience professionnelle une expérience très enrichissante avec une équipe sympathique et un environnement de travail bien conçu.,5.0,Montgeron (91),montgeron,"[2.455399, 48.704816]",2.455399,48.704816,2017
19927,indeed,2017-09-29,"Le GEIQ annule ensuite les indemnités ""terrain"". ""Quand on est handicapé on doit déjà être heureux qu'on nous concède un boulot"" Enedis est une bonne entreprise, mais qui sous-traite des prestations (Visiteur Qualité Linky) au GEIQ ( Groupe d'entreprises Emploi et Handicap). Au terme de la période d'essai, le GEIQ Marcq en Baroeul (directeur) invente  et dicte les règles et conditions de reversement au salarié des indemnités de repas payées par Enedis,  malgré les accords déjà été entendus au recrutement.Le GEIQ signe aussi le contrat de travail à la place du salarié pour ""rester dans les clous des délais légaux"", et le débarque si celui-ci n'est pas d'accord avec son dictat de modifications.",1.0,Valenciennes (59),valenciennes,"[3.510438, 50.358552]",3.510438,50.358552,2017
19928,indeed,2017-09-26,"plateforme téléphonique open space sympa malgré le bruit,",5.0,Antibes (06),antibes,"[7.103245, 43.582206]",7.103245,43.582206,2017
19929,indeed,2017-09-25,"Travail dans de bonnes conditions Enedis étant une grande entreprise gérant 95% du reseau d'électricité de france, elle nous offre des conditions de travail adéquates du fait de sa grosse responsabilité notamment la sécurité et la priorité de l'alimentation constante de tous les foyers français. Ce qui inclus de la part des agents de Enedis, un travail dans les règles de l'art, appliqué et sans pression hiérarchique.",5.0,Nice (06),nice,"[7.250987, 43.713012]",7.250987,43.713012,2017
19932,indeed,2017-09-17,"bonne entreprise Bonne entreprise, avec des avantages intéressants .",5.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2017
19935,indeed,2017-09-13,environnement de travail agréable Agence à taille humaine avec une bonne qualité de vie,3.0,Saint-Lô (50),saintl,"[-0.647217, 45.748804]",-0.647217,45.748804,2017
19937,indeed,2017-09-12,trés bonne environement cadre de travail très agréable.,4.0,La Madeleine (59),lamadeleine,"[6.913674, 47.760852]",6.913674,47.760852,2017
19940,indeed,2017-08-31,Environnement de travail agréable Une journée prévu ne se passe toujours comme il faut on ne sait jamais sur quoi on va tomber en ouvrant un coffret ou en descendant dans une cave. Mais c'est rare en général tout ce passe bien on trouve les lieux de rdv facilement et le travail qui est à réaliser sur le PDA ( outils personnel à chaque agent pour avoir un descriptif de ses rdv) et exactement le même sur le terrain.,4.0,Vichy (03),vichy,"[3.428457, 46.130925]",3.428457,46.130925,2017
19941,indeed,2017-08-29,"Environnement très agréable La filiale Enedis est une grande entreprise d'électricité. Elle compte différents services tel-que la logistique, la maintenance, le réseau de distribution.",5.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2017
19942,indeed,2017-08-29,"Environnement de travail agréable. Un stage très intéressant, est une équipe bien dégourdie.",5.0,Tourcoing (59),tourcoing,"[3.157799, 50.720797]",3.157799,50.720797,2017
19943,indeed,2017-08-22,Missions effectuées Traitement des anomalies relevés – courriers clients – Diverses tâches administratives – Saisie des données diverses – appel sortant,5.0,Chambéry (73),chambry,"[2.88889, 48.999843]",2.88889,48.999843,2017
19944,indeed,2017-08-08,"convivialité sur le site, il-y-a une collaboration tellement impotente entre les techniciens et les encadrant qui permet de faire avance le travail et de géré au mieux les intervention",5.0,Marignane (13),marignane,"[5.022323, 44.056448]",5.022323,44.056448,2017
19946,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
19947,indeed,2017-08-02,bof intégrer l'entreprise en alternance en BTS. travail ennuyant sans challenge et sans but...,3.0,Montbéliard (25),montbliard,"[6.79471, 47.509571]",6.79471,47.509571,2017
19949,indeed,2017-07-30,"Une journée de travail typique Vous vous garez sur place, le bonjour à vos collègue, l'accès à votre poste de travail et c'est parti pour la journée, pause déjeuner incluse, avec les bons  et moins bons moments. Tout est fait pour vous intégrer rapidement .",5.0,Arras (62),arras,"[2.768267, 50.287896]",2.768267,50.287896,2017
19950,indeed,2017-07-26,"Environnement de travail agréable Bon esprit de d'équipe, transmission des connaissance,",5.0,Montivilliers (76),montivilliers,"[0.18827, 49.542858]",0.18827,49.542858,2017
19951,indeed,2017-07-20,Experience agréable Sécurité de l'emploi et avantage sociaux non négligeable.,3.0,Narbonne (11),narbonne,"[0.649303, 47.31119]",0.649303,47.31119,2017
19952,indeed,2017-07-12,"Apprentissage chez ENDIS Mon travail consistait à réaliser des bon d'intervention pour les techniciens réseau d'une base opérationnelle de la Loire-Atlantique, programmer les différentes interventions, optimiser les journées.",4.0,Orvault (44),orvault,"[-1.86835, 47.625765]",-1.86835,47.625765,2017
19953,indeed,2017-07-12,environnement de travail agréable l'entreprise joue beaucoup sur la sécurité ce qui est un réel avantage en travaillant dans l’électricité,4.0,Marly (59),marly,"[-61.340045, 16.278036]",-61.340045,16.278036,2017
19954,indeed,2017-07-10,"Bonne expérience Avoir été en apprentissage cher Enedis, a été une chance et il y a une bonne ambiance de travail.",5.0,Mulhouse (68),mulhouse,"[7.326517, 47.751678]",7.326517,47.751678,2017
19956,indeed,2017-07-04,Tres bonne entreprise Très bonne entreprise je regrette mes erreurs que j'ai pu faire sinon bonne entreprise bon avantage sociaux bon niveau de vie,5.0,Arras (62),arras,"[2.768267, 50.287896]",2.768267,50.287896,2017
19957,indeed,2017-06-30,Alternance Cette entreprise m'a permis de me réorienter professionnellement,5.0,Rouen (76),rouen,"[1.093912, 49.440044]",1.093912,49.440044,2017
19961,indeed,2017-06-19,Positif Longue mission d'intérim avec beaucoup d'avantages.,3.0,Vénissieux (69),vnissieux,"[4.881379, 45.707095]",4.881379,45.707095,2017
19962,indeed,2017-06-18,"Management à améliorer Charge de travail et responsabilités importantes par rapport au poste,  rémunération pas en adéquation ...",2.0,Paris,paris,"[2.347, 48.859]",2.347,48.859,2017
19963,indeed,2017-06-08,"environnement de travail agréable une équipe et un manager supers, bon ambiance de travail",4.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2017
19964,indeed,2017-06-05,Epanouissement ASSEZ FIERE DE MON PARCOURS PRO dans les différents services. Beaucoup de plaisir à former les nouveaux agents et à concevoir des modules de formations. Contacts avec la clientèle fréquents.,5.0,Melun (77),melun,"[2.659426, 48.541342]",2.659426,48.541342,2017
19965,indeed,2017-05-29,"Environnement de travail agréable. Entreprise qui permet de s'insérer dans la vie professionnelle grâce aux différents postes en alternance qu'ils proposent. Ensemble correct.  Beaucoup d'avantages sociaux sont présents, ce qui peut être très intéressant. Variété de profils au sein des services, ce qui est agréable également.",4.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2017
19966,indeed,2017-05-24,travail agreable environnement de travail agrèable comme cuisinier ou aux conditionnement,5.0,Plélo (22),pllo,"[5.397351, 44.735771]",5.397351,44.735771,2017
