,type,date,review,rating,geo,geo_2,coordinate,lon,lat,year
21562,indeed,2019-09-14,Environnement de travail agréable Très bonne expérience avec beaucoup de facilité dans le travail et de bons collaborateurs,5.0,Grenoble (38),grenoble,"[5.7243, 45.182081]",5.7243,45.182081,2019
21563,indeed,2019-09-09,Entreprise idéale Très bonne ambiance et très bonnes conditions de travail.,5.0,Beauvais (60),beauvais,"[-1.778035, 47.957847]",-1.778035,47.957847,2019
21566,indeed,2019-08-27,Une belle expérience Une entreprise d'utilité publique bâtie sur des valeurs d'humanité et de sécurité de l'emploi.,5.0,Marseille (13),marseille,"[5.405, 43.282]",5.405,43.282,2019
21567,indeed,2019-08-19,"Environnement de travail agréable Personnel qualifiés, enthousiaste, professionnels.",4.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2019
21569,indeed,2019-08-11,"Alternance effectué dans leur effectif Une entreprise qui m'a permis d'améliorer ma capacité d'initiative. Enedis fait participer ses salariés pour faire évoluer la satisfaction client, il aime bien des personnes qui demande a évoluer et qui sont for de proposition.",4.0,Lyon (69),lyon,"[4.835, 45.758]",4.835,45.758,2019
21570,indeed,2019-07-30,Une entreprise au top ! Mon seul regret dans cette entreprise c'est qu'elle n'embauche pas ... Même leurs apprentis ..! c'est le seul point négatif.,5.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2019
21571,indeed,2019-07-30,Superbe entreprise Je ne me suis jamais senti aussi bien dans une entreprise !! Une bonne ambiance au travail avec des managers à l'écoutes.,5.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2019
21572,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21573,indeed,2019-07-05,Environnement de travail confortable Outils particuliers (Grosse entreprise),3.0,La Rochelle (17),larochelle,"[0.177615, 44.356911]",0.177615,44.356911,2019
21575,indeed,2019-06-11,Environnement de travail agréable et épanouissant Une belle entreprise aux valeurs de service public à la recherche de performance dans un monde hyper contraint.,4.0,Nice (06),nice,"[7.250987, 43.713012]",7.250987,43.713012,2019
21579,indeed,2019-06-01,Bonne entreprise Bonne entreprise avec période de formation soutenue intégration de l'équipe impeccable,5.0,Limoges,limoges,"[1.221254, 45.856159]",1.221254,45.856159,2019
21580,indeed,2019-05-26,"un des meilleur boulot de ma vie Excellente équipe, excellent entreprise avec beaucoup d'avantages,",4.0,Melun (77),melun,"[2.659426, 48.541342]",2.659426,48.541342,2019
21585,indeed,2019-04-08,"Environnement de travail agréable Cet emploi saisonnier m'a permit d'avoir une première expérience dans le monde du travail, j'ai eu l'occasion de gérer la partie logistique des laboratoires linky.",3.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21587,indeed,2019-04-04,Entreprise au top Entreprise où il fait bon vivre doté d'un système de management puissant,5.0,Tours (37),tours,"[0.69472, 47.395476]",0.69472,47.395476,2019
21588,indeed,2019-03-30,"Harcèlement de rigueur Parcours, releveur, monteur et technicien clientèle, 23 ans de carrière.",1.0,Dunkerque (59),dunkerque,"[2.346065, 51.028093]",2.346065,51.028093,2019
21590,indeed,2019-03-04,Très Proche des méthodes de France telecom Je suis très déçu une image et 3ème au rang des entreprises non justifiées.,1.0,Avignon (84),avignon,"[-1.759717, 48.390709]",-1.759717,48.390709,2019
21591,indeed,2019-03-01,Enedis Entreprise ayant compris le sens du service public.,5.0,Beaucouzé (49),beaucouz,"[-0.62872, 47.477336]",-0.62872,47.477336,2019
21593,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21594,indeed,2019-02-18,"Environnement de travail plaisant Bureau récent, des salariés très sympathique, bureau à proximité d'une ZA",5.0,Avignon (84),avignon,"[-1.759717, 48.390709]",-1.759717,48.390709,2019
21595,indeed,2019-02-17,stage mon stage c'est bien passe mais je ne pouvais pas faire énormément de chose comme je n'avais pas les habilitations,4.0,Lyon (69),lyon,"[4.835, 45.758]",4.835,45.758,2019
21596,indeed,2019-02-13,bon très bon environnement de travail et de bonnes perspective d'évolution.,5.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2019
21597,indeed,2019-01-28,Environnement de travail agréable Bonne ambiance de travail au sein de cette entreprise.,5.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2019
21599,indeed,2019-01-10,Opportunités Managériales pour les jeunes diplômés Des opportunités pour les jeunes diplômés. Notamment sur le management,4.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2019
21600,indeed,2018-12-19,Travail agréable Travail agréable avec une hiérarchie trés humaine,4.0,Valence (26),valence,"[4.923011, 44.921313]",4.923011,44.921313,2018
21604,indeed,2018-11-26,Responsables respectueux Cette entreprise prend à coeur les besoins de ses salariés,4.0,Saint-Étienne (42),sainttienne,"[2.77011, 49.306354]",2.77011,49.306354,2018
21605,indeed,2018-11-22,Environnement de travail agréable Une très bonne expérience de 2 ans  au sein de l'entreprise EDISON,5.0,Puteaux (92),puteaux,"[2.237177, 48.884331]",2.237177,48.884331,2018
21607,indeed,2018-10-29,environnement agréable Poste intéressant dont j'ai découvert de nouvelles tâches que je ne connaissais pas.,2.0,Paris 17e (75),parise,"[1.291913, 43.176055]",1.291913,43.176055,2018
21610,indeed,2018-10-17,travail typique entreprise insiema nul changement compteur linki,3.0,Fréjus (83),frjus,"[2.141453, 50.512787]",2.141453,50.512787,2018
21611,indeed,2018-10-17,"environnement très agréable une très belle expérience, très contente d avoir pu travailler pour eux.",4.0,Arras (62),arras,"[2.768267, 50.287896]",2.768267,50.287896,2018
21612,indeed,2018-10-12,stage de nombreuses taches ont été effectuées par mon tuteur et par celles ci j'ai pu découvrir le métier de technicien de maintenance du réseau électrique.,5.0,Maurepas (78),maurepas,"[-1.193264, 48.097112]",-1.193264,48.097112,2018
21613,indeed,2018-10-10,Produit à livrer Le stage était surtout une commande. Vu qu'ils ne connaissaient pas notre domaine ils nous laissaient en autonomie ce que je peu comprendre. Ils venaient juste vérifié notre travail pour voir si ça avançai et si ça donnai ce qu'ils voulaient. Les problèmes qu'on a eu lors de ce stage ne venaient pas d'Enedis directement donc je n'ai pas grand chose à leur reprocher. J'ai mis 1 en perspective d'avenir car ils voulaient juste leur livraison rien de plus et cela était convenu dès le début.,3.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2018
21614,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21616,indeed,2018-09-20,Alternance correct Alternance bien passé,3.0,Lille (59),lille,"[3.045433, 50.630992]",3.045433,50.630992,2018
21617,indeed,2018-09-19,une bonne ambiance de travail Une bonne ambiance entre collègues et une variété de taches importantes et valorisantes,4.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2018
21618,indeed,2018-09-03,"Une alternance chez Enedis Au sein de cette entreprise j'ai réalisé mes deux années d'apprentissage, elle m'a permis de découvrir le monde professionnel et de d'évoluer dans de bonnes conditions.",5.0,Rodez (12),rodez,"[2.566732, 44.359272]",2.566732,44.359272,2018
21619,indeed,2018-08-30,"Apprentissage enrichissant Durant ces 2 années passé au sein de l'entreprise ENEDIS, j'ai pu découvrir le monde du travail aussi bien sur le terrain que dans les bureaux. Cela m'a permit de développer de multiples qualités indispensables dans ce corps de métier telles que la polyvalence, la capacité d'adaptation, la rigueur etc.",4.0,91940 Les Ulis,lesulis,"[55.439398, -20.903142]",55.439398,-20.903142,2018
21621,indeed,2018-08-21,Agréable  entreprise Cette entreprise est correct !  A part qu'ils recrutent majoritairement des intérimaires et non pas de contrats a contrat indéterminé !,3.0,Montbéliard (25),montbliard,"[6.79471, 47.509571]",6.79471,47.509571,2018
21622,indeed,2018-08-08,Avis sur Enedis Enedis est une entreprise familiale et conservatrice de l’emploi,4.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2018
21623,indeed,2018-08-06,Travail agréable et varié Début de journée à 08h00 et fin à 16h00 avec 1h00 de pose déjeuner.,4.0,Douai (59),douai,"[3.095098, 50.379346]",3.095098,50.379346,2018
21624,indeed,2018-08-05,environnement de travail agréable Cadre agréable. Personnel très accueillant et a l'écoute.,3.0,Limoges (87),limoges,"[1.221254, 45.856159]",1.221254,45.856159,2018
21625,indeed,2018-07-30,decouverte j'ai réellement appréciée mon activité chez Enedis . les journées passait très vite.,5.0,Reims (51),reims,"[4.055595, 49.250948]",4.055595,49.250948,2018
21626,indeed,2018-07-28,"Environnement agreable Des collegues professionnels, sympathiques. Une belle experience",5.0,Cergy (95),cergy,"[2.046317, 49.042161]",2.046317,49.042161,2018
21627,indeed,2018-07-28,"La dure vie des souterrains La majorité de nos lieux de travail sont en souterrain ce qui nous expose au rat, mauvaise odeur et toutes ces choses qui rendent nos journées compliquées.",4.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2018
21628,indeed,2018-07-18,"un métier passionnant très bonne entreprise, une ambiance familiale, un métier passionnant",5.0,Antibes (06),antibes,"[7.103245, 43.582206]",7.103245,43.582206,2018
21629,indeed,2018-07-16,"Super travaille Travaille avec la relation clientèle, avoir une question d'organisation sur le travail.",5.0,Auray (56),auray,"[-2.990838, 47.668099]",-2.990838,47.668099,2018
21631,indeed,2018-06-24,"Enedis Bonne expérience mais aucun avenir à envisager. Ambiance moyenne, intégration zéro . Les CDD ne sont pas acceptés par les titulaires",3.0,Calais (62),calais,"[1.866112, 50.951564]",1.866112,50.951564,2018
21633,indeed,2018-05-31,"Bon environnement Expérience intéressante, bonne intégration dans l'équipe",5.0,Montbéliard (25),montbliard,"[6.79471, 47.509571]",6.79471,47.509571,2018
21634,indeed,2018-05-30,"travail en equipe agréabe - equipemanagériale au top Mon stage chez Enedis  s’est très bien passé, j’ai intégré une équipe très à l’écoute et j’ai eu l’occasion d’en apprendre plus.",5.0,Caudan (56),caudan,"[-2.918721, 48.082717]",-2.918721,48.082717,2018
21635,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21636,indeed,2018-05-24,"Ideal for an internship Ideal for an internship. Many projects, different topics. Welcoming team, willing to help. Go autonomy in the projects.",5.0,Paris,paris,"[2.347, 48.859]",2.347,48.859,2018
21639,indeed,2018-05-22,journée de travail tâches variées,5.0,Puteaux (92),puteaux,"[2.237177, 48.884331]",2.237177,48.884331,2018
21640,indeed,2018-05-18,Bonne entreprise Bonne entreprise pour les alternants surtout si possibilité d'embauche après le diplôme préparé.,4.0,Cannes (06),cannes,"[7.004585, 43.555468]",7.004585,43.555468,2018
21641,indeed,2018-05-16,Environnement de travail Très bonne entreprise avec un très bon environnement de travail.,5.0,Mérignac (33),mrignac,"[-0.354007, 45.831455]",-0.354007,45.831455,2018
21642,indeed,2018-05-16,"Ethique de l'entreprise On apprend sur le travail en équipe, les lois et normes à respecter.",3.0,Rodez (12),rodez,"[2.566732, 44.359272]",2.566732,44.359272,2018
21644,indeed,2018-05-11,"Note Enedis Entreprise très professionnelle, très bonne ambiance au seins d’enedis  D’avranches. Deux années passées là bas qui m’ont permis d’acquérir de l’expérience dans les bureaux et sur le terrain.",4.0,Avranches (50),avranches,"[-1.345577, 48.675387]",-1.345577,48.675387,2018
21646,indeed,2018-05-03,Technicien Clientèle Une autonomie agréable,5.0,Nîmes (30),nmes,"[4.936431, 45.691355]",4.936431,45.691355,2018
21647,indeed,2018-04-23,Travail sans pression Aucune pression,3.0,Calais (62),calais,"[1.866112, 50.951564]",1.866112,50.951564,2018
21648,indeed,2018-04-22,travail serieux est organizer une equipe tres serieuse un travail au carrer mais une euipe genial entre les coup de bourre,4.0,Annecy (74),annecy,"[6.125316, 45.901548]",6.125316,45.901548,2018
21649,indeed,2018-04-18,Travail génial J'y ai travaillé pendant plus d'un an en intérim et c'était franchement génial.,5.0,Gradignan (33),gradignan,"[-0.603425, 44.74274]",-0.603425,44.74274,2018
21651,indeed,2018-04-14,Reconnaissance du travail des salaries Pas assez de reconnaissance des salaries par rapport a l ancienneté et au travail fournis,3.0,Épinal (88),pinal,"[5.719126, 45.191209]",5.719126,45.191209,2018
21652,indeed,2018-04-12,stage Trop peu d'encadrement. Beaucoup d'initiatives prises. Bonne ambiance au sein de l'équipe de travail cependant communication quasi inexistante de la part de la hiérarchie.,5.0,Évreux (27),vreux,"[6.202469, 47.645565]",6.202469,47.645565,2018
21654,indeed,2018-03-25,Environnement de travail agréable Première expérience de la vie professionnelle agréable et constructive,5.0,Troyes (10),troyes,"[4.075149, 48.292817]",4.075149,48.292817,2018
21656,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21659,indeed,2018-03-14,Bon environnement de travail travail dans la bonne humeur malgré quelques mesentantnes de temps en temps,4.0,Heillecourt (54),heillecourt,"[6.19712, 48.650178]",6.19712,48.650178,2018
21660,indeed,2018-03-09,"Développement des compétences La gestion d'un portefeuille sur le raccordement des EnR est très enrichissante car il s'agit d'un domaine très spécifique et technique, en plein essor avec la législation Européenne et Française.",4.0,LILLE,lille,"[3.045433, 50.630992]",3.045433,50.630992,2018
21663,indeed,2018-02-19,poste chargée d'affaires Travail qui demande une grande autonomie et une bonne gestion des affaires.,5.0,Albertville (73),albertville,"[6.393809, 45.669904]",6.393809,45.669904,2018
21664,indeed,2018-02-12,Environnement de travail agréable 9h-17h,3.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2018
21667,indeed,2018-02-06,Conditions de travail agréable. Une bonne ambiance ainsi que de de bons avantages ( voiture de fonction ),5.0,Draguignan (83),draguignan,"[6.460296, 43.531436]",6.460296,43.531436,2018
21668,indeed,2018-02-06,"travail agréable Tri du courriers pour commencer la journée puis distribution du courriers dans les différents services Puis gestion de dossiers clients ajouts de documents, appel sortants, prise de rdv puis appels entrants avec transfert d'appels si besoin, renseigner le client sur son dossier en cours, prise de rdv.",3.0,Rochefort (17),rochefort,"[1.568976, 43.217692]",1.568976,43.217692,2018
21670,indeed,2018-02-01,"une journée de travail typique La filiale Enedis est une grande entreprise d'électricité. Elle compte différents services tel-que la logistique, la maintenance, le réseau de distribution.",4.0,Melun (77),melun,"[2.659426, 48.541342]",2.659426,48.541342,2018
21671,indeed,2018-01-31,Montagne Je suis motivé pour ce poste et travailler en respectons les règlements de sécurité.,5.0,Hyères (83),hyres,"[0.636156, 48.962585]",0.636156,48.962585,2018
21672,indeed,2018-01-18,travail agréable beaucoup de logiciel,3.0,Grenoble (38),grenoble,"[5.7243, 45.182081]",5.7243,45.182081,2018
21673,indeed,2018-01-11,"L'aspect agréable du poste être entourée de personnes agréables qui explique bien les choses, prendre des risques...",5.0,Hyères (83),hyres,"[0.636156, 48.962585]",0.636156,48.962585,2018
21674,indeed,2018-01-05,"Avis d'interim Une petite équipe très soudée, bon vivant et dynamique.",4.0,Vienne (38),vienne,"[1.125303, 45.802269]",1.125303,45.802269,2018
21675,indeed,2017-12-29,environnement agréable je ne me suis jamais ennuyé j'ai fait plusieurs métiers différents dans ma carrière mes diplômes ont été en cours du soir,5.0,Paris 8e (75),parise,"[1.291913, 43.176055]",1.291913,43.176055,2017
21677,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21679,indeed,2017-12-13,"// En ce qui concerne mon avis sur cette entreprise, je me réserve le droit de m'exprimer à ce sujet lors d'un entretien.",3.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2017
21681,indeed,2017-12-04,"Travail agreable Bonne ambiance, equipe agreable.",4.0,Alfortville (94),alfortville,"[2.421524, 48.797176]",2.421524,48.797176,2017
21683,indeed,2017-11-29,Environnement de travail agréable Les journées commencent à 8h avec l'ouverture de la boite mail du service.,4.0,Gradignan (33),gradignan,"[-0.603425, 44.74274]",-0.603425,44.74274,2017
21684,indeed,2017-11-15,"Bon état d'esprit Équipe soudée et dynamique, à l'écoute et partage son savoir et ses compétences.",5.0,Rezé (44),rez,"[-1.552789, 47.17269]",-1.552789,47.17269,2017
21687,indeed,2017-11-07,Expérience constructive Travailler un an dans une entreprise de la dimension d'Enedis fût un excellent apprentissage.,4.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2017
21688,indeed,2017-11-03,Journée technicien clientèle Tout les matins je charge ma journée de travail dans mon PDA qui me permet de voir les adresses de mes clients ainsi que la mission demandé pour chaque client.,4.0,Narbonne,narbonne,"[0.649303, 47.31119]",0.649303,47.31119,2017
21689,indeed,2017-10-31,Bonne entreprise Archivage des dossiers médicaux,3.0,Périgueux (24),prigueux,"[0.711255, 45.193338]",0.711255,45.193338,2017
21690,indeed,2017-10-25,"Poste et équipe agréable Durant mon contrat de 1an et 3 mois, j'ai eu la chance d'accquérir des compétences personnels et professionels enrichissantes.",5.0,Cahors (46),cahors,"[-1.821881, 47.774587]",-1.821881,47.774587,2017
21691,indeed,2017-10-25,Environnement agréable L'entreprise possède un cadre et un environnement de travail très agréable.,4.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2017
21692,indeed,2017-10-17,"Environnement de travail agréable Très bonne société, cadre de travail agréable équipe motivée et a l'écoute.",4.0,Maurepas (78),maurepas,"[-1.193264, 48.097112]",-1.193264,48.097112,2017
21693,indeed,2017-10-11,"Alternance - Très bonne ambiance de travail Il est agréable d'y travailler, les missions sont enrichissantes et appuies les éléments appris en cours.",5.0,Nanterre (92),nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2017
21696,indeed,2017-10-05,"journée type Activités variées en autonomie,sens de la décision en application stricte des règles de securité et procoles établis.",5.0,Angers,angers,"[-0.56191, 47.466735]",-0.56191,47.466735,2017
21697,indeed,2017-10-03,"Technicien handicapé démissionné, raison de Conflit professionnel AMEPS avec les Managers et les autres hiérarchies Paris Technicien de maintenance poste source HTB HTA Contrôle",1.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2017
21698,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21699,indeed,2017-10-02,tres bien expérience professionnelle une expérience très enrichissante avec une équipe sympathique et un environnement de travail bien conçu.,5.0,Montgeron (91),montgeron,"[2.455399, 48.704816]",2.455399,48.704816,2017
21700,indeed,2017-09-29,"Le GEIQ annule ensuite les indemnités ""terrain"". ""Quand on est handicapé on doit déjà être heureux qu'on nous concède un boulot"" Enedis est une bonne entreprise, mais qui sous-traite des prestations (Visiteur Qualité Linky) au GEIQ ( Groupe d'entreprises Emploi et Handicap). Au terme de la période d'essai, le GEIQ Marcq en Baroeul (directeur) invente  et dicte les règles et conditions de reversement au salarié des indemnités de repas payées par Enedis,  malgré les accords déjà été entendus au recrutement.Le GEIQ signe aussi le contrat de travail à la place du salarié pour ""rester dans les clous des délais légaux"", et le débarque si celui-ci n'est pas d'accord avec son dictat de modifications.",1.0,Valenciennes (59),valenciennes,"[3.510438, 50.358552]",3.510438,50.358552,2017
21701,indeed,2017-09-26,"plateforme téléphonique open space sympa malgré le bruit,",5.0,Antibes (06),antibes,"[7.103245, 43.582206]",7.103245,43.582206,2017
21702,indeed,2017-09-25,"Travail dans de bonnes conditions Enedis étant une grande entreprise gérant 95% du reseau d'électricité de france, elle nous offre des conditions de travail adéquates du fait de sa grosse responsabilité notamment la sécurité et la priorité de l'alimentation constante de tous les foyers français. Ce qui inclus de la part des agents de Enedis, un travail dans les règles de l'art, appliqué et sans pression hiérarchique.",5.0,Nice (06),nice,"[7.250987, 43.713012]",7.250987,43.713012,2017
21705,indeed,2017-09-17,"bonne entreprise Bonne entreprise, avec des avantages intéressants .",5.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2017
21708,indeed,2017-09-13,environnement de travail agréable Agence à taille humaine avec une bonne qualité de vie,3.0,Saint-Lô (50),saintl,"[-0.647217, 45.748804]",-0.647217,45.748804,2017
21710,indeed,2017-09-12,trés bonne environement cadre de travail très agréable.,4.0,La Madeleine (59),lamadeleine,"[6.913674, 47.760852]",6.913674,47.760852,2017
21713,indeed,2017-08-31,Environnement de travail agréable Une journée prévu ne se passe toujours comme il faut on ne sait jamais sur quoi on va tomber en ouvrant un coffret ou en descendant dans une cave. Mais c'est rare en général tout ce passe bien on trouve les lieux de rdv facilement et le travail qui est à réaliser sur le PDA ( outils personnel à chaque agent pour avoir un descriptif de ses rdv) et exactement le même sur le terrain.,4.0,Vichy (03),vichy,"[3.428457, 46.130925]",3.428457,46.130925,2017
21714,indeed,2017-08-29,"Environnement très agréable La filiale Enedis est une grande entreprise d'électricité. Elle compte différents services tel-que la logistique, la maintenance, le réseau de distribution.",5.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2017
21715,indeed,2017-08-29,"Environnement de travail agréable. Un stage très intéressant, est une équipe bien dégourdie.",5.0,Tourcoing (59),tourcoing,"[3.157799, 50.720797]",3.157799,50.720797,2017
21716,indeed,2017-08-22,Missions effectuées Traitement des anomalies relevés – courriers clients – Diverses tâches administratives – Saisie des données diverses – appel sortant,5.0,Chambéry (73),chambry,"[2.88889, 48.999843]",2.88889,48.999843,2017
21717,indeed,2017-08-08,"convivialité sur le site, il-y-a une collaboration tellement impotente entre les techniciens et les encadrant qui permet de faire avance le travail et de géré au mieux les intervention",5.0,Marignane (13),marignane,"[5.022323, 44.056448]",5.022323,44.056448,2017
21719,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21720,indeed,2017-08-02,bof intégrer l'entreprise en alternance en BTS. travail ennuyant sans challenge et sans but...,3.0,Montbéliard (25),montbliard,"[6.79471, 47.509571]",6.79471,47.509571,2017
21722,indeed,2017-07-30,"Une journée de travail typique Vous vous garez sur place, le bonjour à vos collègue, l'accès à votre poste de travail et c'est parti pour la journée, pause déjeuner incluse, avec les bons  et moins bons moments. Tout est fait pour vous intégrer rapidement .",5.0,Arras (62),arras,"[2.768267, 50.287896]",2.768267,50.287896,2017
21723,indeed,2017-07-26,"Environnement de travail agréable Bon esprit de d'équipe, transmission des connaissance,",5.0,Montivilliers (76),montivilliers,"[0.18827, 49.542858]",0.18827,49.542858,2017
21724,indeed,2017-07-20,Experience agréable Sécurité de l'emploi et avantage sociaux non négligeable.,3.0,Narbonne (11),narbonne,"[0.649303, 47.31119]",0.649303,47.31119,2017
21725,indeed,2017-07-12,"Apprentissage chez ENDIS Mon travail consistait à réaliser des bon d'intervention pour les techniciens réseau d'une base opérationnelle de la Loire-Atlantique, programmer les différentes interventions, optimiser les journées.",4.0,Orvault (44),orvault,"[-1.86835, 47.625765]",-1.86835,47.625765,2017
21726,indeed,2017-07-12,environnement de travail agréable l'entreprise joue beaucoup sur la sécurité ce qui est un réel avantage en travaillant dans l’électricité,4.0,Marly (59),marly,"[-61.340045, 16.278036]",-61.340045,16.278036,2017
21727,indeed,2017-07-10,"Bonne expérience Avoir été en apprentissage cher Enedis, a été une chance et il y a une bonne ambiance de travail.",5.0,Mulhouse (68),mulhouse,"[7.326517, 47.751678]",7.326517,47.751678,2017
21729,indeed,2017-07-04,Tres bonne entreprise Très bonne entreprise je regrette mes erreurs que j'ai pu faire sinon bonne entreprise bon avantage sociaux bon niveau de vie,5.0,Arras (62),arras,"[2.768267, 50.287896]",2.768267,50.287896,2017
21730,indeed,2017-06-30,Alternance Cette entreprise m'a permis de me réorienter professionnellement,5.0,Rouen (76),rouen,"[1.093912, 49.440044]",1.093912,49.440044,2017
21734,indeed,2017-06-19,Positif Longue mission d'intérim avec beaucoup d'avantages.,3.0,Vénissieux (69),vnissieux,"[4.881379, 45.707095]",4.881379,45.707095,2017
21735,indeed,2017-06-18,"Management à améliorer Charge de travail et responsabilités importantes par rapport au poste,  rémunération pas en adéquation ...",2.0,Paris,paris,"[2.347, 48.859]",2.347,48.859,2017
21736,indeed,2017-06-08,"environnement de travail agréable une équipe et un manager supers, bon ambiance de travail",4.0,Toulouse (31),toulouse,"[1.433805, 43.604082]",1.433805,43.604082,2017
21737,indeed,2017-06-05,Epanouissement ASSEZ FIERE DE MON PARCOURS PRO dans les différents services. Beaucoup de plaisir à former les nouveaux agents et à concevoir des modules de formations. Contacts avec la clientèle fréquents.,5.0,Melun (77),melun,"[2.659426, 48.541342]",2.659426,48.541342,2017
21738,indeed,2017-05-29,"Environnement de travail agréable. Entreprise qui permet de s'insérer dans la vie professionnelle grâce aux différents postes en alternance qu'ils proposent. Ensemble correct.  Beaucoup d'avantages sociaux sont présents, ce qui peut être très intéressant. Variété de profils au sein des services, ce qui est agréable également.",4.0,Caen (14),caen,"[-0.372291, 49.184571]",-0.372291,49.184571,2017
21739,indeed,2017-05-24,travail agreable environnement de travail agrèable comme cuisinier ou aux conditionnement,5.0,Plélo (22),pllo,"[5.397351, 44.735771]",5.397351,44.735771,2017
21740,indeed,2019-12-31,"Productive and fun workplace Enedis is one of the best frensh companies in terms of the human care and of professional career processing. At Enedis, you can be productive, you can develop your skills and you can manage your time to have a good scale between your private life and your Professional life.",5.0,Nanterre,nanterre,"[2.202314, 48.898095]",2.202314,48.898095,2019
21742,indeed,2017-05-23,"mission interim de 6 mois travaille trop routinier, pas de contact direct avec le public,relation entre service assez difficile, en interim ne bénéficie pas des avantages du personnel en CDI.",3.0,Reims (51),reims,"[4.055595, 49.250948]",4.055595,49.250948,2017
21743,indeed,2017-05-22,"Très belle expérience Très bon environnement de travail au sein de l'équipe ENEDIS de Crest,",4.0,Crest (26),crest,"[5.015718, 44.728454]",5.015718,44.728454,2017
21744,indeed,2017-05-17,environnement agréable Environnement agréable a vivre. Plusieurs tâches diverses et variées au cours d'une journée.,4.0,Rennes,rennes,"[-1.68365, 48.110899]",-1.68365,48.110899,2017
21745,indeed,2017-05-15,environnement de travail agréable Experience enrichissante,4.0,Paris,paris,"[2.347, 48.859]",2.347,48.859,2017
21746,indeed,2017-05-04,Stage Ce stage à été très intéressant et très motivant pour un futur projet,4.0,Muret (31),muret,"[1.298368, 43.446371]",1.298368,43.446371,2017
21747,indeed,2017-05-01,Grande entreprise Grande Entreprise dans la quel j'ai eu la chance et l'occasion d'effectuer mon stage. Cadre de travail satisfaisant. Employés  agréables et organisés,4.0,Paris (75),paris,"[2.347, 48.859]",2.347,48.859,2017
